1.725,1.3991,2.1012,3.1434,3.3877,4.4596,5.2022,6.6087,5.883
1.6921,1.3991,2.6154,2.7966,3.9483,4.7161,5.2111,4.8763,7.8245
1.7099,1.4,2.3536,4.1491,3.9134,4.7107,5.1926,5.6019,6.677
1.8616,1.3999,2.1015,2.8088,3.3836,3.9395,5.2144,6.2904,7.4566
1.7649,1.3973,2.1017,2.8098,3.9353,3.9283,4.7438,5.4103,6.0809
1.8547,1.399,2.1012,2.7155,4.1423,4.447,5.1935,7.2814,6.6777
1.906,1.4,2.1014,2.7063,3.1553,4.7069,5.5056,5.4087,7.0383
1.6928,1.3987,2.104,3.1325,4.3524,4.7079,5.4896,5.2286,6.3164
1.7972,1.3999,2.1029,3.1419,3.3877,3.9099,5.8126,5.4256,6.3172
1.6189,1.3991,2.1065,3.1432,3.9296,4.4362,4.5781,5.4156,7.0841
1.8128,1.5702,2.1017,3.1387,4.1496,4.4752,5.4914,6.2893,6.6818
1.7304,1.3991,2.1012,3.1432,3.3877,4.7161,5.2111,5.4167,5.883
1.7728,1.4005,2.1004,2.7998,3.2701,4.7102,4.4181,6.3035,6.2993
1.5767,1.398,2.1023,2.7898,3.3829,4.2034,5.7911,6.627,6.6883
1.7073,1.3995,2.3639,2.7105,3.4985,3.927,4.743,6.6101,6.689
1.8568,1.3991,2.1023,2.8014,3.9236,4.7096,5.1928,5.9498,7.4293
1.8759,1.399,2.1,2.805,4.1111,4.4492,4.7389,6.2941,6.2841
1.728,1.4001,2.1014,2.7092,3.5019,3.92,5.192,5.4364,7.0503
1.9329,1.398,2.3597,2.8027,3.912,4.2051,4.8941,5.9475,5.4634
1.9723,1.3999,2.3534,2.7123,3.4973,4.7161,4.7365,5.606,6.7028
1.6565,1.3992,2.1012,3.1434,3.3877,4.4596,6.097,5.9254,5.8865
1.9796,1.3994,2.1003,2.8004,3.5009,4.7223,5.2002,6.627,6.6808
1.6959,1.398,2.0998,2.8027,3.497,4.2044,6.0833,5.946,7.0884
1.8149,1.2594,1.9633,3.1365,3.5027,4.2155,5.2149,5.9502,6.3077
1.8574,1.3095,2.1001,2.7928,4.1402,3.9271,5.2009,5.9391,7.0536
1.981,1.3999,2.3558,2.8018,3.2735,4.1978,4.7472,5.4155,5.89
1.7742,1.398,2.3458,2.8027,3.7207,4.7101,5.7813,5.9473,6.2915
1.7054,1.2608,2.0997,2.797,3.9264,4.464,5.2029,5.6033,6.7044
1.7269,1.398,2.0998,3.1374,3.5252,4.191,4.9105,5.9306,7.0812
1.7185,1.3987,2.1013,2.509,3.4986,4.4693,4.7227,6.6123,7.0594
1.6233,1.4,2.1002,3.1402,3.7179,4.1926,5.4841,5.9429,7.4846
1.7413,1.3999,2.1007,3.1427,3.7112,4.7043,5.4804,5.9544,5.6826
1.8597,1.398,2.3569,2.8027,3.7207,3.911,5.7813,5.9533,6.6967
1.6552,1.2627,2.1012,3.1425,3.4856,4.7161,4.7286,5.6127,6.2925
1.9392,1.3992,2.1023,2.8006,4.1442,3.9299,4.7361,5.605,6.6813
1.7346,1.3999,2.0987,2.7995,3.4941,4.7152,5.7966,5.9478,7.4295
1.713,1.399,2.1013,3.1456,3.496,4.2144,4.5813,6.2874,6.2841
1.8571,1.4883,2.3528,3.1386,3.3892,3.9342,5.1906,5.5961,6.698
1.7082,1.399,2.3536,3.1239,3.5028,4.7089,5.1877,5.6019,6.677
1.7722,1.3995,2.1015,2.8015,3.2703,4.7386,5.4711,6.2904,6.3012
1.6245,1.398,2.1016,2.7041,3.7169,4.7319,5.1911,5.9436,6.3055
1.7201,1.3999,2.1015,2.8048,3.3882,4.7159,5.2244,6.2923,7.4296
1.6225,1.3979,2.1013,2.7043,3.7182,3.9064,4.7442,5.946,6.3051
1.5729,1.3992,2.1001,2.8019,3.391,4.4605,4.7387,5.9254,6.6871
1.9776,1.3987,2.1013,2.8004,3.4982,4.2163,5.1889,6.6196,6.2939
1.9447,1.3987,2.1013,2.7102,3.3835,4.2016,4.4175,5.9375,6.3046
1.8413,1.399,2.0996,2.7114,3.9356,4.7085,4.581,5.9321,6.6768
1.8345,1.2604,2.1014,2.7127,3.5028,4.4589,5.4858,5.9495,6.6881
1.7932,1.3979,2.3576,3.144,3.7055,4.2037,5.1862,5.5986,6.0913
1.8105,1.3999,2.0948,2.8047,3.9237,4.1877,5.1928,5.596,7.4322
1.8163,1.4001,2.1014,3.1515,3.5019,4.1988,5.1959,5.9337,5.6893
1.6183,1.4856,2.3528,3.1386,3.9296,4.7039,5.1902,5.6065,5.8843
1.8129,1.4,1.7555,2.8047,3.9237,4.1997,5.1975,5.596,6.3051
1.9421,1.4001,2.101,2.7116,3.4985,4.4448,4.8911,5.4066,6.2875
1.8333,1.401,2.1023,3.1432,3.3915,4.4531,4.9016,6.3025,6.6802
1.7287,1.4,2.1,2.811,3.2698,3.7968,4.7438,5.4138,6.1038
1.86,1.4864,2.1,2.7915,3.3893,3.9275,5.2036,5.6027,6.3119
1.8657,1.3997,2.1036,3.1419,3.9231,4.7006,4.7354,5.9462,6.3036
